Run,Question,Correct,Latency
5,33,1,29.378015995025635
5,34,1,0.3621058464050293
5,35,1,0.4506397247314453
5,36,1,0.4011387825012207
5,37,1,0.4189729690551758
5,38,1,2.455717086791992
5,39,1,2.5573837757110596
5,40,1,0.34438514709472656
5,41,1,0.46416521072387695
5,42,1,0.41626906394958496
5,43,1,0.371870756149292
5,44,1,0.4054698944091797
5,45,1,0.4511706829071045
5,46,1,1.4323060512542725
6,0,1,0.5416953563690186
6,1,1,1.8064630031585693
6,2,1,2.5327701568603516
6,3,1,0.47071194648742676
6,4,1,0.47098803520202637
6,5,0,0.5144879817962646
6,6,1,0.47446489334106445
6,7,1,0.5244841575622559
6,8,1,0.4407229423522949
6,9,1,0.5047988891601562
6,10,1,0.4956691265106201
6,11,1,2.465071201324463
6,12,1,0.51198410987854
6,13,0,0.587622880935669
6,14,1,0.4389376640319824
6,15,1,0.49532079696655273
6,16,1,0.5654428005218506
6,17,0,0.3188028335571289
6,18,0,2.393456220626831
6,19,1,1.4882209300994873
6,20,1,0.4552419185638428
6,21,1,0.39581799507141113
6,22,1,0.39920520782470703
6,23,1,0.4214329719543457
6,24,1,0.5269598960876465
6,25,1,0.3898289203643799
6,26,1,0.32729387283325195
6,27,1,0.4954690933227539
6,28,1,1.5788238048553467
6,29,1,0.43282389640808105
6,30,1,2.6833701133728027
6,31,1,0.423677921295166
6,32,0,0.4374990463256836
6,33,1,1.6779391765594482
6,34,1,0.4137458801269531
6,35,1,0.3555898666381836
6,36,1,1.6519057750701904
6,37,1,0.600977897644043
6,38,1,1.7122228145599365
6,39,1,0.4523429870605469
6,40,1,0.4688880443572998
6,41,1,0.507843017578125
6,42,1,0.5093321800231934
6,43,1,3.072479009628296
6,44,1,0.453751802444458
6,45,1,0.46320199966430664
6,46,1,0.5086760520935059
7,0,1,0.4055790901184082
7,1,1,0.42063117027282715
7,2,1,3.9372990131378174
7,3,1,0.5049147605895996
7,4,1,0.4484889507293701
7,5,1,0.5130622386932373
7,6,1,0.43896007537841797
7,7,1,0.461456298828125
7,8,1,0.36491870880126953
7,9,1,0.37538695335388184
7,10,1,0.393967866897583
7,11,1,2.6289238929748535
7,12,1,0.3776869773864746
7,13,0,0.9890921115875244
7,14,1,0.5641660690307617
7,15,1,0.36848998069763184
7,16,1,0.49881911277770996
7,17,0,53.65463089942932
7,18,1,0.4395871162414551
7,19,1,0.6858170032501221
7,20,1,0.5103261470794678
7,21,1,0.46466898918151855
7,22,1,1.3765978813171387
7,23,1,0.5063591003417969
7,24,1,0.36627197265625
7,25,1,0.43610215187072754
7,26,1,1.401951789855957
7,27,1,0.45468711853027344
7,28,1,1.6366028785705566
7,29,1,0.3648068904876709
7,30,1,1.780224084854126
7,31,1,0.41068506240844727
7,32,0,0.5104069709777832
7,33,1,2.1935760974884033
7,34,1,0.5098228454589844
7,35,1,0.4129199981689453
7,36,1,2.4774489402770996
7,37,1,2.283773899078369
7,38,1,1.6357731819152832
7,39,1,1.6423330307006836
7,40,1,0.6062021255493164
7,41,1,0.5102448463439941
7,42,1,0.40813207626342773
7,43,1,1.5991570949554443
7,44,1,0.4471571445465088
7,45,1,0.5094270706176758
7,46,1,0.5701999664306641
8,0,1,0.31676816940307617
8,1,1,2.1551148891448975
8,2,1,3.5023140907287598
8,3,1,0.5111029148101807
8,4,1,0.5109031200408936
8,5,1,0.45116591453552246
8,6,1,0.5702767372131348
8,7,1,0.3790140151977539
8,8,1,0.5364067554473877
8,9,1,0.5138969421386719
8,10,1,0.36138105392456055
8,11,1,1.8890700340270996
8,12,1,0.4826052188873291
8,13,0,1.4560997486114502
8,14,1,0.5102488994598389
8,15,1,0.40990710258483887
8,16,1,0.5110809803009033
8,17,0,0.36852097511291504
8,18,0,0.4789910316467285
8,19,1,0.4788391590118408
8,20,1,0.4744288921356201
8,21,1,0.42383313179016113
8,22,1,2.3721020221710205
8,23,1,0.441709041595459
8,24,1,0.4025599956512451
8,25,1,0.4015979766845703
8,26,1,0.4879641532897949
8,27,1,0.5106439590454102
8,28,1,0.40764379501342773
8,29,1,0.5107870101928711
8,30,1,2.6102728843688965
8,31,1,0.42252397537231445
8,32,0,1.7500951290130615
8,33,1,0.38985705375671387
8,34,1,0.5010566711425781
8,35,1,0.4604060649871826
8,36,1,1.9453909397125244
8,37,1,1.765423059463501
8,38,1,1.6319689750671387
8,39,1,0.4417409896850586
8,40,1,2.017796754837036
8,41,1,0.6640338897705078
8,42,1,2.9895401000976562
8,43,1,1.741734266281128
8,44,1,1.2274858951568604
8,45,1,0.39464902877807617
8,46,1,0.4065089225769043
9,0,1,0.5430829524993896
9,1,1,1.9635062217712402
9,2,1,3.9115970134735107
9,3,1,0.5479998588562012
9,4,1,0.5274231433868408
9,5,1,0.45419907569885254
9,6,1,0.3388643264770508
9,7,1,0.44204282760620117
9,8,1,0.334348201751709
9,9,1,0.45314693450927734
9,10,1,0.40988969802856445
9,11,1,2.0439860820770264
9,12,1,0.4320049285888672
9,13,0,0.690985918045044
9,14,1,0.5103561878204346
9,15,1,0.45495104789733887
9,16,1,0.46309804916381836
9,17,0,0.4913668632507324
9,18,0,0.4157869815826416
9,19,1,4.420212984085083
9,20,1,0.3980691432952881
9,21,1,0.449962854385376
9,22,1,0.4415609836578369
9,23,1,0.45918989181518555
9,24,1,0.5366358757019043
9,25,1,1.6338398456573486
9,26,1,0.36659693717956543
9,27,1,0.42047119140625
9,28,1,0.4231550693511963
9,29,1,0.3681468963623047
9,30,1,2.1747210025787354
9,31,1,1.0197422504425049
9,32,0,0.4748501777648926
9,33,1,1.7658979892730713
9,34,1,0.5061969757080078
9,35,1,2.0211880207061768
9,36,1,0.4288802146911621
9,37,1,0.44242382049560547
9,38,1,1.250946044921875
9,39,1,0.43700718879699707
9,40,1,0.42717909812927246
9,41,1,0.36292600631713867
9,42,1,0.555894136428833
9,43,1,2.4561688899993896
9,44,1,0.5587301254272461
9,45,1,0.47115015983581543
9,46,1,1.3135309219360352
10,0,1,0.47342419624328613
10,1,1,2.6721549034118652
10,2,1,4.387739896774292
10,3,1,0.46169495582580566
10,4,1,0.43471264839172363
10,5,1,0.38373708724975586
10,6,1,0.4984147548675537
10,7,1,0.4059009552001953
10,8,1,0.41660070419311523
10,9,1,0.7089769840240479
10,10,1,0.55706787109375
10,11,1,1.8958580493927002
10,12,1,0.4598042964935303
10,13,0,0.7701001167297363
10,14,1,0.5061569213867188
10,15,1,0.41027283668518066
10,16,1,0.6100590229034424
10,17,0,0.4675431251525879
10,18,1,0.48281192779541016
10,19,1,3.467288017272949
10,20,1,0.4906909465789795
10,21,1,0.38275980949401855
10,22,1,0.31636667251586914
10,23,1,0.4070467948913574
10,24,1,0.528134822845459
10,25,1,0.37120509147644043
10,26,1,0.4516110420227051
10,27,1,0.3844630718231201
10,28,1,1.4508867263793945
10,29,1,0.4262819290161133
10,30,1,3.06551194190979
10,31,1,1.522779941558838
10,32,0,1.8793799877166748
10,33,1,0.3972177505493164
10,34,1,1.2892072200775146
10,35,1,0.3891787528991699
10,36,1,1.768064022064209
10,37,1,1.6372418403625488
10,38,1,1.7842528820037842
10,39,1,0.46570611000061035
10,40,1,0.5102007389068604
10,41,1,0.5111789703369141
10,42,1,0.5025379657745361
10,43,1,0.42241883277893066
10,44,1,0.5030341148376465
10,45,1,1.6417360305786133
10,46,1,1.3248319625854492
